symbol	company_name	LastSale	MarketCap	IPOyear	Sector	industry	quote
INXN	InterXion Holding N.V.	37.96	$2.68B	2011	Technology	Computer Software: Programming, Data Processing	http://www.nasdaq.com/symbol/inxn
IL	IntraLinks Holdings, Inc.	9.84	$564.11M	2010	Technology	Computer Software: Prepackaged Software	http://www.nasdaq.com/symbol/il
SNOW	Intrawest Resorts Holdings, Inc.	14.85	$590.04M	2014	Consumer Services	Services-Misc. Amusement & Recreation	http://www.nasdaq.com/symbol/snow
IPI	Intrepid Potash, Inc	1.4	$107.24M	2008	Basic Industries	Mining & Quarrying of Nonmetallic Minerals (No Fuels)	http://www.nasdaq.com/symbol/ipi
XON	Intrexon Corporation	25.33	$3B	2013	Health Care	Biotechnology: Commercial Physical & Biological Resarch	http://www.nasdaq.com/symbol/xon
IVC	Invacare Corporation	12.25	$397.75M	n/a	Health Care	Industrial Specialties	http://www.nasdaq.com/symbol/ivc
INVN	InvenSense, Inc.	7.56	$708.29M	2011	Technology	Semiconductors	http://www.nasdaq.com/symbol/invn
VBF	Invesco Bond Fund	19.45	$221.28M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/vbf
VCV	Invesco California Value Municipal Income Trust	13.96	$668.08M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/vcv
VTA	Invesco Credit Opportunities Fund	11.67	$864.68M	2007	n/a	n/a	http://www.nasdaq.com/symbol/vta
VLT	Invesco High Income Trust II	14.72	$119.5M	1989	n/a	n/a	http://www.nasdaq.com/symbol/vlt
IVR	INVESCO MORTGAGE CAPITAL INC	15.93	$1.78B	2009	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/ivr
IVR^B	INVESCO MORTGAGE CAPITAL INC	25.85	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/ivr^b
IVR^A	Invesco Mortgage Capital Inc.	25.4699	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/ivr^a
OIA	Invesco Municipal Income Opportunities Trust	8.12	$385.1M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/oia
VMO	Invesco Municipal Opportunity Trust	14.65	$987.31M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/vmo
VKQ	Invesco Municipal Trust	13.9	$768.95M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/vkq
VPV	Invesco Pennsylvania Value Municipal Income Trust	13.69	$326.23M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/vpv
IVZ	Invesco Plc	31.48	$12.9B	n/a	Finance	Investment Managers	http://www.nasdaq.com/symbol/ivz
IQI	Invesco Quality Municipal Income Trust	13.99	$739.84M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/iqi
VVR	Invesco Senior Income Trust	4.37	$786.76M	1998	n/a	n/a	http://www.nasdaq.com/symbol/vvr
VTN	Invesco Trust  for Investment Grade New York Municipal	15.67	$304.93M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/vtn
VGM	Invesco Trust for Investment Grade Municipals	14.05	$761.87M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/vgm
IIM	Invesco Value Municipal Income Trust	16.95	$797.34M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/iim
ITG	Investment Technology Group, Inc.	15.51	$510.39M	n/a	Finance	Investment Bankers/Brokers/Service	http://www.nasdaq.com/symbol/itg
IRET	Investors Real Estate Trust	6.61	$800.41M	n/a	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/iret
IRET^	Investors Real Estate Trust	25.95	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/iret^
IRET^B	Investors Real Estate Trust	26.44	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/iret^b
NVTA	Invitae Corporation	8.51	$274.58M	2015	Health Care	Medical Specialities	http://www.nasdaq.com/symbol/nvta
IO	Ion Geophysical Corporation	5.71	$67.3M	n/a	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/io
IRM	Iron Mountain Incorporated	38.79	$10.21B	n/a	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/irm
IRS	IRSA Inversiones Y Representaciones S.A.	18.9	$1.09B	n/a	Consumer Services	Homebuilding	http://www.nasdaq.com/symbol/irs
ICL	Israel Chemicals Shs	4.29	$5.58B	2014	Basic Industries	Agricultural Chemicals	http://www.nasdaq.com/symbol/icl
STAR          	iStar Financial Inc.	10.82	$770.13M	n/a	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/star
STAR^D	iStar Financial Inc.	24.77	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/star^d
STAR^E	iStar Financial Inc.	24.2933	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/star^e
STAR^F	iStar Financial Inc.	24.282	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/star^f
STAR^G	iStar Financial Inc.	24.112	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/star^g
STAR^I	iStar Financial Inc.	24.3	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/star^i
ITCB	Ita? CorpBanca	12.94	$4.42B	n/a	n/a	n/a	http://www.nasdaq.com/symbol/itcb
ITUB	Itau Unibanco Banco Holding SA	11.31	$67.07B	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/itub
ITC	ITC Holdings Corp.	45.83	$7.03B	2005	Public Utilities	Electric Utilities: Central	http://www.nasdaq.com/symbol/itc
ESI	ITT Educational Services, Inc.	0.358	$8.59M	n/a	Consumer Services	Other Consumer Services	http://www.nasdaq.com/symbol/esi
ITT	ITT Inc.	36.75	$3.29B	2011	Capital Goods	Fluid Controls	http://www.nasdaq.com/symbol/itt
IVH	Ivy High Income Opportunities Fund	14.55	$241.05M	2013	n/a	n/a	http://www.nasdaq.com/symbol/ivh
JPM	J P Morgan Chase & Co	67.49	$243.77B	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/jpm
JPM.WS	J P Morgan Chase & Co	n/a	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/jpm.ws
JPM^A	J P Morgan Chase & Co	26.57	n/a	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/jpm^a
JPM^B	J P Morgan Chase & Co	28.3799	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/jpm^b
JPM^D	J P Morgan Chase & Co	26.2599	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/jpm^d
JPM^E	J P Morgan Chase & Co	27.66	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/jpm^e
JPM^F	J P Morgan Chase & Co	27.74	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/jpm^f
JPM^G	J P Morgan Chase & Co	27.74	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/jpm^g
JPM^H	J P Morgan Chase & Co	27.67	n/a	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/jpm^h
JAX	J. Alexander&#39;s Holdings, Inc.	10.02	$147.3M	2015	Consumer Services	Restaurants	http://www.nasdaq.com/symbol/jax
JCP	J.C. Penney Company, Inc. Holding Company	9.49	$2.92B	n/a	Consumer Services	Department/Specialty Retail Stores	http://www.nasdaq.com/symbol/jcp
SJM	J.M. Smucker Company (The)	141.47	$16.47B	n/a	Consumer Non-Durables	Packaged Foods	http://www.nasdaq.com/symbol/sjm
JBL	Jabil Circuit, Inc.	21.42	$4.09B	1993	Technology	Electrical Products	http://www.nasdaq.com/symbol/jbl
JEC	Jacobs Engineering Group Inc.	52.25	$6.34B	n/a	Basic Industries	Military/Government/Technical	http://www.nasdaq.com/symbol/jec
JHX	James Hardie Industries plc.	16.35	$7.29B	n/a	Capital Goods	Building Materials	http://www.nasdaq.com/symbol/jhx
JNS	Janus Capital Group, Inc	14.75	$2.71B	n/a	Finance	Investment Managers	http://www.nasdaq.com/symbol/jns
JOF	Japan Smaller Capitalization Fund Inc	10.13	$287.02M	1990	n/a	n/a	http://www.nasdaq.com/symbol/jof
JCAP	Jernigan Capital, Inc.	16.4	$97.81M	2015	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/jcap
JKS	JinkoSolar Holding Company Limited	18.44	$580.71M	2010	Technology	Semiconductors	http://www.nasdaq.com/symbol/jks
JMP	JMP Group LLC	5.6	$118.75M	2007	Finance	Investment Bankers/Brokers/Service	http://www.nasdaq.com/symbol/jmp
JMPB	JMP Group LLC	25.6136	n/a	n/a	Finance	Investment Bankers/Brokers/Service	http://www.nasdaq.com/symbol/jmpb
JMPC	JMP Group LLC	25.4296	n/a	2014	Finance	Investment Bankers/Brokers/Service	http://www.nasdaq.com/symbol/jmpc
JBT	John Bean Technologies Corporation	70.87	$2.07B	n/a	Technology	Industrial Machinery/Components	http://www.nasdaq.com/symbol/jbt
BTO	John Hancock Financial Opportunities Fund	28.3	$526.27M	1994	n/a	n/a	http://www.nasdaq.com/symbol/bto
HEQ	John Hancock Hedged Equity & Income Fund	16.25	$198.49M	2011	n/a	n/a	http://www.nasdaq.com/symbol/heq
JHS	John Hancock Income Securities Trust	14.84	$172.84M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/jhs
JHI	John Hancock Investors Trust	17.36	$151.26M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/jhi
HPF	John Hancock Pfd Income Fund II	22.9	$486.6M	2002	n/a	n/a	http://www.nasdaq.com/symbol/hpf
HPI	John Hancock Preferred Income Fund	22.67	$589.04M	2002	n/a	n/a	http://www.nasdaq.com/symbol/hpi
HPS	John Hancock Preferred Income Fund III	20.1	$634.43M	2003	n/a	n/a	http://www.nasdaq.com/symbol/hps
PDT	John Hancock Premium Dividend Fund	17.27	$833.56M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/pdt
HTD	John Hancock Tax Advantaged Dividend Income Fund	24.92	$881.91M	2004	n/a	n/a	http://www.nasdaq.com/symbol/htd
HTY	John Hancock Tax-Advantaged Global Shareholder Yield Fund	11.0401	$117.66M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/hty
JW.A	John Wiley & Sons, Inc.	n/a	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/jw.a
JW.B	John Wiley & Sons, Inc.	n/a	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/jw.b
JNJ	Johnson & Johnson	119.32	$326.44B	n/a	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/jnj
JCI	Johnson Controls, Inc.	45.45	$28.99B	n/a	Consumer Durables	Industrial Specialties	http://www.nasdaq.com/symbol/jci
JONE	Jones Energy, Inc.	2.89	$181.18M	2013	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/jone
JLL	Jones Lang LaSalle Incorporated	119.49	$5.4B	n/a	Finance	Real Estate	http://www.nasdaq.com/symbol/jll
JOY	Joy Global Inc.	27.26	$2.68B	n/a	Energy	Industrial Machinery/Components	http://www.nasdaq.com/symbol/joy
JPEP	JP Energy Partners LP	7.72	$282.97M	2014	Energy	Oil Refining/Marketing	http://www.nasdaq.com/symbol/jpep
JFC	JPMorgan China Region Fund, Inc.	17.18	$110.77M	1992	n/a	n/a	http://www.nasdaq.com/symbol/jfc
JMEI	Jumei International Holding Limited	5.33	$781.56M	2014	Consumer Services	Other Specialty Stores	http://www.nasdaq.com/symbol/jmei
JNPR	Juniper Networks, Inc.	23.41	$8.97B	1999	Technology	Computer Communications Equipment	http://www.nasdaq.com/symbol/jnpr
JP	Jupai Holdings Limited	7.91	$236.76M	2015	Consumer Services	Other Consumer Services	http://www.nasdaq.com/symbol/jp
JE	Just Energy Group, Inc.	5.55	$820.15M	n/a	Public Utilities	Oil/Gas Transmission	http://www.nasdaq.com/symbol/je
LRN	K12 Inc	12.45	$493.91M	n/a	Consumer Services	Other Consumer Services	http://www.nasdaq.com/symbol/lrn
KAI	Kadant Inc	54.68	$595.86M	n/a	Technology	Industrial Machinery/Components	http://www.nasdaq.com/symbol/kai
KDMN	Kadmon Holdings, Inc.	9.47	$424.92M	2016	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/kdmn
KAMN	Kaman Corporation	45.59	$1.24B	n/a	Consumer Durables	Industrial Specialties	http://www.nasdaq.com/symbol/kamn
KSU	Kansas City Southern	95.77	$10.34B	n/a	Transportation	Railroads	http://www.nasdaq.com/symbol/ksu
KSU^	Kansas City Southern	27.42	n/a	n/a	Transportation	Railroads	http://www.nasdaq.com/symbol/ksu^
KS	KapStone Paper and Packaging Corporation	18.2	$1.76B	n/a	Basic Industries	Paper	http://www.nasdaq.com/symbol/ks
KAR	KAR Auction Services, Inc	42.75	$5.9B	2009	Consumer Durables	Automotive Aftermarket	http://www.nasdaq.com/symbol/kar
KATE	Kate Spade & Company	19.12	$2.45B	n/a	Consumer Non-Durables	Apparel	http://www.nasdaq.com/symbol/kate
KED	Kayne Anderson Energy Development Company	18.68	$199.62M	2006	n/a	n/a	http://www.nasdaq.com/symbol/ked
KYE	Kayne Anderson Energy Total Return Fund, Inc.	11.16	$407.99M	2005	n/a	n/a	http://www.nasdaq.com/symbol/kye
KMF	Kayne Anderson Midstream Energy Fund, Inc	14.59	$321.48M	2010	n/a	n/a	http://www.nasdaq.com/symbol/kmf
KYN	Kayne Anderson MLP Investment Company	19.83	$2.25B	2004	n/a	n/a	http://www.nasdaq.com/symbol/kyn
KYN^F	Kayne Anderson MLP Investment Company	25.23	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/kyn^f
KYN^G.CL	Kayne Anderson MLP Investment Company	n/a	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/kyn^g.cl
KB	KB Financial Group Inc	35.32	$13.32B	n/a	Finance	Commercial Banks	http://www.nasdaq.com/symbol/kb
KBH	KB Home	15.36	$1.29B	1986	Capital Goods	Homebuilding	http://www.nasdaq.com/symbol/kbh
KBR	KBR, Inc.	14.62	$2.08B	2006	Basic Industries	Military/Government/Technical	http://www.nasdaq.com/symbol/kbr
KAP	KCAP Financial, Inc.	25.4999	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/kap
KCG	KCG Holdings, Inc.	14.58	$1.26B	n/a	Finance	Investment Bankers/Brokers/Service	http://www.nasdaq.com/symbol/kcg
K	Kellogg Company	82.42	$28.87B	n/a	Consumer Non-Durables	Packaged Foods	http://www.nasdaq.com/symbol/k
KEM	Kemet Corporation	3.44	$159.06M	n/a	Capital Goods	Electrical Products	http://www.nasdaq.com/symbol/kem
KMPA	Kemper Corporation	27.18	n/a	2014	Finance	Property-Casualty Insurers	http://www.nasdaq.com/symbol/kmpa
KMPR	Kemper Corporation	37.61	$1.92B	n/a	Finance	Property-Casualty Insurers	http://www.nasdaq.com/symbol/kmpr
KMT	Kennametal Inc.	28.36	$2.26B	n/a	Capital Goods	Industrial Machinery/Components	http://www.nasdaq.com/symbol/kmt
KW	Kennedy-Wilson Holdings Inc.	22.61	$2.54B	n/a	Finance	Real Estate	http://www.nasdaq.com/symbol/kw
KWN	Kennedy-Wilson Holdings Inc.	26.0775	n/a	2012	Finance	Real Estate	http://www.nasdaq.com/symbol/kwn
KEN	Kenon Holdings Ltd.	10.15	$544.99M	2015	Consumer Services	Marine Transportation	http://www.nasdaq.com/symbol/ken
KEY	KeyCorp	12.55	$13.58B	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/key
KEY^G	KeyCorp	136.6	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/key^g
KEY^H	KeyCorp	26.15	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/key^h
KEYS	Keysight Technologies Inc.	30.44	$5.18B	2014	Capital Goods	Industrial Machinery/Components	http://www.nasdaq.com/symbol/keys
KRC	Kilroy Realty Corporation	72.4	$6.68B	1997	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/krc
KRC^G	Kilroy Realty Corporation	25.9956	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/krc^g
KRC^H	Kilroy Realty Corporation	26.14	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/krc^h
KMB	Kimberly-Clark Corporation	128.82	$46.33B	n/a	Consumer Durables	Containers/Packaging	http://www.nasdaq.com/symbol/kmb
KIM	Kimco Realty Corporation	30.16	$12.67B	n/a	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/kim
KIM^I	Kimco Realty Corporation	26.01	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/kim^i
KIM^J	Kimco Realty Corporation	25.85	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/kim^j
KIM^K	Kimco Realty Corporation	26.05	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/kim^k
KMI	Kinder Morgan, Inc.	21.92	$48.93B	2011	Public Utilities	Natural Gas Distribution	http://www.nasdaq.com/symbol/kmi
KMI.WS	Kinder Morgan, Inc.	n/a	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/kmi.ws
KMI^A	Kinder Morgan, Inc.	50	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/kmi^a
KND	Kindred Healthcare, Inc.	10.74	$915.62M	n/a	Health Care	Hospital/Nursing Management	http://www.nasdaq.com/symbol/knd
KFS	Kingsway Financial Services, Inc.	5.77	$125.76M	n/a	Finance	Property-Casualty Insurers	http://www.nasdaq.com/symbol/kfs
KGC	Kinross Gold Corporation	4.41	$5.49B	n/a	Basic Industries	Precious Metals	http://www.nasdaq.com/symbol/kgc
KEX	Kirby Corporation	53.31	$2.87B	n/a	Consumer Services	Marine Transportation	http://www.nasdaq.com/symbol/kex
KRG	Kite Realty Group Trust	28.96	$2.41B	2004	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/krg
KKR	KKR & Co. L.P.	14.8	$6.58B	n/a	Finance	Investment Managers	http://www.nasdaq.com/symbol/kkr
KKR^A	KKR & Co. L.P.	26.78	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/kkr^a
KKR^B	KKR & Co. L.P.	26.36	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/kkr^b
KFH	KKR Financial Holdings LLC	25.52	n/a	2011	Finance	Finance: Consumer Services	http://www.nasdaq.com/symbol/kfh
KFI	KKR Financial Holdings LLC	26.35	n/a	n/a	Finance	Finance: Consumer Services	http://www.nasdaq.com/symbol/kfi
KFN^	KKR Financial Holdings LLC	26.81	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/kfn^
KIO	KKR Income Opportunities Fund	16	$244.08M	2013	n/a	n/a	http://www.nasdaq.com/symbol/kio
KMG	KMG Chemicals, Inc.	28.53	$334.82M	n/a	Basic Industries	Major Chemicals	http://www.nasdaq.com/symbol/kmg
KNX	Knight Transportation, Inc.	28.26	$2.26B	n/a	Transportation	Trucking Freight/Courier Services	http://www.nasdaq.com/symbol/knx
KNL	Knoll, Inc.	26.24	$1.29B	2004	Consumer Durables	Office Equipment/Supplies/Services	http://www.nasdaq.com/symbol/knl
KNOP	KNOT Offshore Partners LP	19.18	$521.58M	2013	Consumer Services	Marine Transportation	http://www.nasdaq.com/symbol/knop
KN	Knowles Corporation	14.1	$1.25B	2014	Consumer Non-Durables	Consumer Electronics/Appliances	http://www.nasdaq.com/symbol/kn
KSS	Kohl&#39;s Corporation	43.53	$8B	1992	Consumer Services	Department/Specialty Retail Stores	http://www.nasdaq.com/symbol/kss
PHG	Koninklijke Philips N.V.	29.59	$27.44B	n/a	Energy	Consumer Electronics/Appliances	http://www.nasdaq.com/symbol/phg
KOP	Koppers Holdings Inc.	33.01	$681.74M	2006	Basic Industries	Forest Products	http://www.nasdaq.com/symbol/kop
KEP	Korea Electric Power Corporation	25.87	$33.22B	1994	Public Utilities	Electric Utilities: Central	http://www.nasdaq.com/symbol/kep
KEF	Korea Equity Fund, Inc.	8.23	$80.17M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/kef
KF	Korea Fund, Inc. (The)	34.77	$242.97M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/kf
KFY	Korn/Ferry International	24.59	$1.41B	1999	Technology	Diversified Commercial Services	http://www.nasdaq.com/symbol/kfy
KOS	Kosmos Energy Ltd.	6.15	$2.38B	2011	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/kos
KRA	Kraton Performance Polymers, Inc	37.01	$1.14B	2009	Basic Industries	Major Chemicals	http://www.nasdaq.com/symbol/kra
KR	Kroger Company (The)	32.5	$30.84B	n/a	Consumer Services	Food Chains	http://www.nasdaq.com/symbol/kr
KRO	Kronos Worldwide Inc	8.85	$1.03B	n/a	Basic Industries	Major Chemicals	http://www.nasdaq.com/symbol/kro
KT	KT Corporation	15.77	$7.72B	n/a	Public Utilities	Telecommunications Equipment	http://www.nasdaq.com/symbol/kt
KYO	Kyocera Corporation	47.1	$17.79B	n/a	Technology	Semiconductors	http://www.nasdaq.com/symbol/kyo
LB	L Brands, Inc.	74.19	$21.33B	n/a	Consumer Services	Clothing/Shoe/Accessory Stores	http://www.nasdaq.com/symbol/lb
SCX	L.S. Starrett Company (The)	10.86	$76.3M	n/a	Capital Goods	Industrial Machinery/Components	http://www.nasdaq.com/symbol/scx
LLL	L-3 Communications Holdings, Inc.	149.89	$11.58B	n/a	Technology	Radio And Television Broadcasting And Communications Equipment	http://www.nasdaq.com/symbol/lll
LQ	La Quinta Holdings Inc.	11.17	$1.3B	2014	Consumer Services	Hotels/Resorts	http://www.nasdaq.com/symbol/lq
LH	Laboratory Corporation of America Holdings	137.71	$14.09B	n/a	Health Care	Medical Specialities	http://www.nasdaq.com/symbol/lh
LADR	Ladder Capital Corp	13.74	$1.51B	2014	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/ladr
LDR	Landauer, Inc.	47.02	$451.57M	n/a	Capital Goods	Industrial Machinery/Components	http://www.nasdaq.com/symbol/ldr
LCI	Lannett Co Inc	31.79	$1.17B	n/a	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/lci
LPI	Laredo Petroleum, Inc.	12.46	$2.99B	2011	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/lpi
LVS	Las Vegas Sands Corp.	53.93	$42.86B	2004	Consumer Services	Hotels/Resorts	http://www.nasdaq.com/symbol/lvs
LHO	LaSalle Hotel Properties	26.82	$3.03B	1998	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/lho
LHO^H	LaSalle Hotel Properties	25.96	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/lho^h
LHO^I	LaSalle Hotel Properties	26.27	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/lho^i
LHO^J	LaSalle Hotel Properties	26.7101	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/lho^j
LFL	LATAM Airlines Group S.A.	8.04	$4.39B	n/a	Transportation	Air Freight/Delivery Services	http://www.nasdaq.com/symbol/lfl
LDF	Latin American Discovery Fund, Inc. (The)	10.33	$70.42M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/ldf
LGI	Lazard Global Total Return and Income Fund	14.05	$134.95M	2004	n/a	n/a	http://www.nasdaq.com/symbol/lgi
LAZ	Lazard Ltd.	37.33	$4.64B	2005	Finance	Investment Managers	http://www.nasdaq.com/symbol/laz
LOR	Lazard World Dividend & Income Fund, Inc.	9.917	$68.23M	2005	n/a	n/a	http://www.nasdaq.com/symbol/lor
LZB	La-Z-Boy Incorporated	26.76	$1.32B	n/a	Consumer Durables	Home Furnishings	http://www.nasdaq.com/symbol/lzb
LEA	Lear Corporation	117.05	$8.37B	n/a	Capital Goods	Auto Parts:O.E.M.	http://www.nasdaq.com/symbol/lea
LEE	Lee Enterprises, Incorporated	3.22	$179.58M	n/a	Consumer Services	Newspapers/Magazines	http://www.nasdaq.com/symbol/lee
BWG	Legg Mason BW Global Income Opportunities Fund Inc.	13.72	$289.17M	2012	n/a	n/a	http://www.nasdaq.com/symbol/bwg
LM	Legg Mason, Inc.	34.78	$3.6B	n/a	Finance	Investment Managers	http://www.nasdaq.com/symbol/lm
LMHA	Legg Mason, Inc.	27.09	n/a	2016	Finance	Investment Managers	http://www.nasdaq.com/symbol/lmha
LMHB	Legg Mason, Inc.	25.07	n/a	2016	n/a	n/a	http://www.nasdaq.com/symbol/lmhb
LEG	Leggett & Platt, Incorporated	51.84	$6.93B	n/a	Consumer Durables	Home Furnishings	http://www.nasdaq.com/symbol/leg
CVB	Lehman ABS Corporation	10.7	n/a	n/a	Finance	Finance: Consumer Services	http://www.nasdaq.com/symbol/cvb
JBK	Lehman ABS Corporation	22.5	n/a	n/a	Finance	Finance: Consumer Services	http://www.nasdaq.com/symbol/jbk
KCC	Lehman ABS Corporation	32.18	n/a	n/a	Finance	Finance: Consumer Services	http://www.nasdaq.com/symbol/kcc
KTH	Lehman ABS Corporation	34.73	n/a	n/a	Finance	Finance: Consumer Services	http://www.nasdaq.com/symbol/kth
KTN	Lehman ABS Corporation	32.1	n/a	n/a	Finance	Finance: Consumer Services	http://www.nasdaq.com/symbol/ktn
KTP	Lehman ABS Corporation	20.17	n/a	n/a	Finance	Finance: Consumer Services	http://www.nasdaq.com/symbol/ktp
XKE	Lehman ABS Corporation	7.98	n/a	n/a	Finance	Finance: Consumer Services	http://www.nasdaq.com/symbol/xke
LDOS	Leidos Holdings, Inc.	41.2	$3B	n/a	Technology	EDP Services	http://www.nasdaq.com/symbol/ldos
LEJU	Leju Holdings Limited	3.76	$508.52M	2014	Finance	Real Estate	http://www.nasdaq.com/symbol/leju
LC	LendingClub Corporation	5.4	$2.11B	2014	Miscellaneous	Business Services	http://www.nasdaq.com/symbol/lc
LEN	Lennar Corporation	46.56	$10.2B	n/a	Basic Industries	Homebuilding	http://www.nasdaq.com/symbol/len
LEN.B	Lennar Corporation	n/a	n/a	n/a	Basic Industries	Homebuilding	http://www.nasdaq.com/symbol/len.b
LII	Lennox International, Inc.	163.16	$7.09B	1999	Capital Goods	Industrial Machinery/Components	http://www.nasdaq.com/symbol/lii
LUK	Leucadia National Corporation	19.03	$6.86B	n/a	Consumer Non-Durables	Meat/Poultry/Fish	http://www.nasdaq.com/symbol/luk
LVLT	Level 3 Communications, Inc.	50.13	$18.02B	2011	Public Utilities	Telecommunications Equipment	http://www.nasdaq.com/symbol/lvlt
LXP	Lexington Realty Trust	10.86	$2.57B	n/a	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/lxp
LXP^C	Lexington Realty Trust	53.1199	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/lxp^c
LXK	Lexmark International, Inc.	36.27	$2.28B	1995	Technology	Computer Manufacturing	http://www.nasdaq.com/symbol/lxk
LPL	LG Display Co., Ltd.	13.47	$9.64B	2004	Capital Goods	Industrial Machinery/Components	http://www.nasdaq.com/symbol/lpl
USA	Liberty All-Star Equity Fund	5.21	$944.63M	1986	n/a	n/a	http://www.nasdaq.com/symbol/usa
ASG	Liberty All-Star Growth Fund, Inc.	4.31	$106.69M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/asg
LPT	Liberty Property Trust	41.82	$6.14B	n/a	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/lpt
LSI	Life Storage, Inc.	91.91	$4.26B	n/a	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/lsi
LOCK	LifeLock, Inc.	16.95	$1.57B	2012	Technology	EDP Services	http://www.nasdaq.com/symbol/lock
LITB	LightInTheBox Holding Co., Ltd.	3.22	$240.05M	2013	Consumer Services	Catalog/Specialty Distribution	http://www.nasdaq.com/symbol/litb
LNC	Lincoln National Corporation	48.06	$11.19B	n/a	Finance	Life Insurance	http://www.nasdaq.com/symbol/lnc
