symbol	company_name	LastSale	MarketCap	IPOyear	Sector	industry	quote
IOSP	Innospec Inc.	59.96	$1.44B	n/a	Basic Industries	Major Chemicals	http://www.nasdaq.com/symbol/iosp
ISSC	Innovative Solutions and Support, Inc.	2.98	$50.39M	2000	Technology	EDP Services	http://www.nasdaq.com/symbol/issc
INVA	Innoviva, Inc.	11.09	$1.23B	n/a	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/inva
INGN	Inogen, Inc	58.11	$1.17B	2014	Health Care	Industrial Specialties	http://www.nasdaq.com/symbol/ingn
INOV	Inovalon Holdings, Inc.	16.09	$2.45B	2015	Technology	EDP Services	http://www.nasdaq.com/symbol/inov
INO	Inovio Pharmaceuticals, Inc.	9.08	$667.82M	n/a	Health Care	Medical/Dental Instruments	http://www.nasdaq.com/symbol/ino
NSIT	Insight Enterprises, Inc.	31.03	$1.1B	1995	Consumer Services	Catalog/Specialty Distribution	http://www.nasdaq.com/symbol/nsit
INSM	Insmed, Inc.	13.32	$824.21M	n/a	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/insm
IIIN	Insteel Industries, Inc.	33.81	$639.14M	n/a	Capital Goods	Steel/Iron Ore	http://www.nasdaq.com/symbol/iiin
PODD	Insulet Corporation	43.12	$2.47B	2007	Health Care	Medical/Dental Instruments	http://www.nasdaq.com/symbol/podd
IART	Integra LifeSciences Holdings Corporation	87.17	$3.26B	n/a	Capital Goods	Biotechnology: Laboratory Analytical Instruments	http://www.nasdaq.com/symbol/iart
IDTI	Integrated Device Technology, Inc.	20.74	$2.79B	1984	Technology	Semiconductors	http://www.nasdaq.com/symbol/idti
INTC	Intel Corporation	36.08	$170.69B	n/a	Technology	Semiconductors	http://www.nasdaq.com/symbol/intc
IQNT	Inteliquent, Inc.	16.28	$557.32M	n/a	Public Utilities	Telecommunications Equipment	http://www.nasdaq.com/symbol/iqnt
IPAR	Inter Parfums, Inc.	34.08	$1.06B	n/a	Consumer Non-Durables	Package Goods/Cosmetics	http://www.nasdaq.com/symbol/ipar
IBKR	Interactive Brokers Group, Inc.	35.33	$14.5B	n/a	Finance	Investment Bankers/Brokers/Service	http://www.nasdaq.com/symbol/ibkr
ININ	Interactive Intelligence Group, Inc.	60.46	$1.34B	1999	Technology	Computer Software: Prepackaged Software	http://www.nasdaq.com/symbol/inin
ICPT	Intercept Pharmaceuticals, Inc.	150.74	$3.73B	2012	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/icpt
IDCC	InterDigital, Inc.	71.96	$2.46B	n/a	Miscellaneous	Multi-Sector Companies	http://www.nasdaq.com/symbol/idcc
TILE	Interface, Inc.	17.79	$1.15B	n/a	Consumer Durables	Home Furnishings	http://www.nasdaq.com/symbol/tile
IMI	Intermolecular, Inc.	1.1	$54.47M	2011	Technology	Semiconductors	http://www.nasdaq.com/symbol/imi
INAP	Internap Corporation	2.39	$135.49M	1999	Technology	Computer Software: Programming, Data Processing	http://www.nasdaq.com/symbol/inap
IBOC	International Bancshares Corporation	29.88	$1.97B	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/iboc
ISCA	International Speedway Corporation	33.72	$1.55B	1996	Consumer Services	Services-Misc. Amusement & Recreation	http://www.nasdaq.com/symbol/isca
IGLD	Internet Gold Golden Lines Ltd.	13.84	$265.77M	1999	Public Utilities	Telecommunications Equipment	http://www.nasdaq.com/symbol/igld
IIJI	Internet Initiative Japan, Inc.	9.125	$852.48M	n/a	Technology	Computer Software: Programming, Data Processing	http://www.nasdaq.com/symbol/iiji
ISIL	Intersil Corporation	20.2	$2.74B	2000	Technology	Semiconductors	http://www.nasdaq.com/symbol/isil
IILG	Interval Leisure Group, Inc.	17.37	$2.17B	n/a	Finance	Real Estate	http://www.nasdaq.com/symbol/iilg
IVAC	Intevac, Inc.	6.06	$126.8M	1995	Technology	Industrial Machinery/Components	http://www.nasdaq.com/symbol/ivac
INTL	INTL FCStone Inc.	36.84	$678.37M	n/a	Finance	Investment Bankers/Brokers/Service	http://www.nasdaq.com/symbol/intl
INTLL	INTL FCStone Inc.	25.8574	n/a	n/a	Finance	Investment Bankers/Brokers/Service	http://www.nasdaq.com/symbol/intll
ITCI	Intra-Cellular Therapies Inc.	40.43	$1.75B	n/a	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/itci
INTU	Intuit Inc.	112.07	$28.68B	1993	Technology	Computer Software: Prepackaged Software	http://www.nasdaq.com/symbol/intu
ISRG	Intuitive Surgical, Inc.	688.37	$26.5B	2000	Health Care	Industrial Specialties	http://www.nasdaq.com/symbol/isrg
SNAK	Inventure Foods, Inc.	9.59	$188.65M	1996	Consumer Non-Durables	Packaged Foods	http://www.nasdaq.com/symbol/snak
ISBC	Investors Bancorp, Inc.	12.18	$3.78B	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/isbc
ITIC	Investors Title Company	99.8	$189.81M	n/a	Finance	Specialty Insurers	http://www.nasdaq.com/symbol/itic
IONS	Ionis Pharmaceuticals, Inc.	29.46	$3.56B	n/a	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/ions
IPAS	iPass Inc.	1.61	$105.64M	2003	Technology	EDP Services	http://www.nasdaq.com/symbol/ipas
IPGP	IPG Photonics Corporation	86.91	$4.62B	2006	Technology	Semiconductors	http://www.nasdaq.com/symbol/ipgp
IRDM	Iridium Communications Inc	7.61	$727.73M	n/a	Consumer Durables	Telecommunications Equipment	http://www.nasdaq.com/symbol/irdm
IRDMB	Iridium Communications Inc	313.8	$156.9M	n/a	Consumer Durables	Telecommunications Equipment	http://www.nasdaq.com/symbol/irdmb
IRBT	iRobot Corporation	39.8	$1.08B	2005	Consumer Durables	Consumer Electronics/Appliances	http://www.nasdaq.com/symbol/irbt
IRWD	Ironwood Pharmaceuticals, Inc.	13.26	$1.93B	2010	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/irwd
IRCP	IRSA Propiedades Comerciales S.A.	39.3	$1.24B	n/a	Consumer Services	Building operators	http://www.nasdaq.com/symbol/ircp
PMPT	iSectors Post-MPT Growth ETF	24.19	$96.76	n/a	n/a	n/a	http://www.nasdaq.com/symbol/pmpt
SLQD	iShares 0-5 Year Investment Grade Corporate Bond ETF	50.8799	$178.08M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/slqd
TLT	iShares 20+ Year Treasury Bond ETF	138.63	$7.87B	n/a	n/a	n/a	http://www.nasdaq.com/symbol/tlt
AIA	iShares Asia 50 ETF	49.07	$353.3M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/aia
COMT	iShares Commodities Select Strategy ETF	31.49	$318.05M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/comt
IXUS	iShares Core MSCI Total International Stock ETF	52.3	$2.89B	n/a	n/a	n/a	http://www.nasdaq.com/symbol/ixus
FALN	iShares Fallen Angels USD Bond ETF	26.7148	$10.69M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/faln
IFEU	iShares FTSE EPRA/NAREIT Europe Index Fund	38.18	$76.36M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/ifeu
IFGL	iShares FTSE EPRA/NAREIT Global Real Estate ex-U.S. Index Fund	30.48	$768.1M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/ifgl
IGF	iShares Global Infrastructure ETF	41.35	$1.04B	n/a	n/a	n/a	http://www.nasdaq.com/symbol/igf
GNMA	iShares GNMA Bond ETF	50.9	$157.79M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/gnma
HYXE	iShares iBoxx $ High Yield ex Oil & Gas Corporate Bond ETF	51.92	$10.38M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/hyxe
JKI	iShares Morningstar Mid-Cap ETF	133.7161	$227.32M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/jki
ACWX	iShares MSCI ACWI ex US Index Fund	41.67	$1.96B	n/a	n/a	n/a	http://www.nasdaq.com/symbol/acwx
ACWI	iShares MSCI ACWI Index Fund	59.22	$5.47B	n/a	n/a	n/a	http://www.nasdaq.com/symbol/acwi
AAXJ	iShares MSCI All Country Asia ex Japan Index Fund	59.82	$2.81B	n/a	n/a	n/a	http://www.nasdaq.com/symbol/aaxj
EWZS	iShares MSCI Brazil Small-Cap ETF	11.78	$51.24M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/ewzs
MCHI	iShares MSCI China ETF	47.92	$2.15B	n/a	n/a	n/a	http://www.nasdaq.com/symbol/mchi
ESGD	iShares MSCI EAFE ESG Optimized ETF	56.95	$5.7M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/esgd
SCZ	iShares MSCI EAFE Small-Cap ETF	51.6	$6.04B	n/a	n/a	n/a	http://www.nasdaq.com/symbol/scz
ESGE	iShares MSCI EM ESG Optimized ETF	57.31	$5.73M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/esge
EEMA	iShares MSCI Emerging Markets Asia Index Fund	56.83	$218.8M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/eema
EUFN	iShares MSCI Europe Financials Sector Index Fund	17.79	$350.46M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/eufn
IEUS	iShares MSCI Europe Small-Cap ETF	45.345	$61.22M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/ieus
MPCT	iShares MSCI Global Impact ETF	50.18	$17.56M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/mpct
ENZL	iShares MSCI New Zealand Capped ETF	47.57	$173.63M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/enzl
QAT	iShares MSCI Qatar Capped ETF	19.98	$52.95M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/qat
UAE	iShares MSCI UAE Capped ETF	16.9	$40.56M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/uae
IBB	iShares Nasdaq Biotechnology Index Fund	280.61	$7.32B	n/a	n/a	n/a	http://www.nasdaq.com/symbol/ibb
SOXX	iShares PHLX SOX Semiconductor Sector Index Fund	109.65	$416.67M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/soxx
EMIF	iShares S&P Emerging Markets Infrastructure Index Fund	31.4576	$47.19M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/emif
ICLN	iShares S&P Global Clean Energy Index Fund	9.34	$82.19M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/icln
WOOD	iShares S&P Global Timber & Forestry Index Fund	50.68	$194.61M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/wood
INDY	iShares S&P India Nifty 50 Index Fund	30.64	$781.32M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/indy
ISHG	iShares S&P/Citigroup 1-3 Year International Treasury Bond Fun	82.217	$86.33M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/ishg
IGOV	iShares S&P/Citigroup International Treasury Bond Fund	99.39	$740.46M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/igov
ISLE	Isle of Capri Casinos, Inc.	17.3	$714.06M	n/a	Consumer Services	Hotels/Resorts	http://www.nasdaq.com/symbol/isle
ITRI	Itron, Inc.	53.39	$2.04B	1993	Capital Goods	Electrical Products	http://www.nasdaq.com/symbol/itri
ITRN	Ituran Location and Control Ltd.	24.88	$584.07M	2005	Consumer Non-Durables	Electronic Components	http://www.nasdaq.com/symbol/itrn
XXIA	Ixia	11.84	$962.7M	2000	Capital Goods	Electrical Products	http://www.nasdaq.com/symbol/xxia
IXYS	IXYS Corporation	11.96	$376.25M	n/a	Technology	Semiconductors	http://www.nasdaq.com/symbol/ixys
JJSF	J & J Snack Foods Corp.	123.77	$2.31B	1986	Consumer Non-Durables	Specialty Foods	http://www.nasdaq.com/symbol/jjsf
JBHT	J.B. Hunt Transport Services, Inc.	80.23	$9.04B	n/a	Transportation	Trucking Freight/Courier Services	http://www.nasdaq.com/symbol/jbht
JCOM	j2 Global, Inc.	68.98	$3.31B	1999	Technology	Telecommunications Equipment	http://www.nasdaq.com/symbol/jcom
JASO	JA Solar Holdings, Co., Ltd.	7.51	$357.26M	2007	Technology	Semiconductors	http://www.nasdaq.com/symbol/jaso
JKHY	Jack Henry & Associates, Inc.	88.94	$6.98B	1985	Technology	EDP Services	http://www.nasdaq.com/symbol/jkhy
JACK	Jack In The Box Inc.	101.53	$3.32B	n/a	Consumer Services	Restaurants	http://www.nasdaq.com/symbol/jack
JAKK	JAKKS Pacific, Inc.	9.19	$184.21M	1996	Consumer Non-Durables	Recreational Products/Toys	http://www.nasdaq.com/symbol/jakk
JRVR	James River Group Holdings, Ltd.	37.14	$1.08B	2014	Finance	Property-Casualty Insurers	http://www.nasdaq.com/symbol/jrvr
JSML	Janus Small Cap Growth Alpha ETF	29.72	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/jsml
JSMD	Janus Small/Mid Cap Growth Alpha ETF	29.94	$3.05M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/jsmd
JAZZ	Jazz Pharmaceuticals plc	120.84	$7.31B	2007	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/jazz
JD	JD.com, Inc.	25.55	$36.88B	2014	Consumer Services	Other Specialty Stores	http://www.nasdaq.com/symbol/jd
JSYNR	Jensyn Acquistion Corp.	0.199	n/a	2016	Finance	Business Services	http://www.nasdaq.com/symbol/jsynr
JSYNU	Jensyn Acquistion Corp.	10.19	n/a	2016	Finance	Business Services	http://www.nasdaq.com/symbol/jsynu
JSYNW	Jensyn Acquistion Corp.	0.071	n/a	2016	Finance	Business Services	http://www.nasdaq.com/symbol/jsynw
JBLU	JetBlue Airways Corporation	15.85	$5.13B	2002	Transportation	Air Freight/Delivery Services	http://www.nasdaq.com/symbol/jblu
JCTCF	Jewett-Cameron Trading Company	12.68	$30.06M	n/a	Consumer Services	RETAIL: Building Materials	http://www.nasdaq.com/symbol/jctcf
JIVE	Jive Software, Inc.	4.33	$336.48M	2011	Technology	EDP Services	http://www.nasdaq.com/symbol/jive
WYIGU	JM Global Holding Company	9.93	$65.17M	2015	Finance	Business Services	http://www.nasdaq.com/symbol/wyigu
WYIGW	JM Global Holding Company	0.17	n/a	2015	Finance	Business Services	http://www.nasdaq.com/symbol/wyigw
JBSS	John B. Sanfilippo & Son, Inc.	53.61	$600.71M	1991	Consumer Non-Durables	Specialty Foods	http://www.nasdaq.com/symbol/jbss
JOUT	Johnson Outdoors Inc.	35.12	$352.23M	n/a	Consumer Non-Durables	Recreational Products/Toys	http://www.nasdaq.com/symbol/jout
JNP	Juniper Pharmaceuticals, Inc.	5.56	$60.29M	n/a	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/jnp
JUNO	Juno Therapeutics, Inc.	28.44	$3.01B	2014	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	http://www.nasdaq.com/symbol/juno
KTWO	K2M Group Holdings, Inc.	16	$674.32M	2014	Health Care	Medical/Dental Instruments	http://www.nasdaq.com/symbol/ktwo
KALU	Kaiser Aluminum Corporation	85.63	$1.54B	n/a	Capital Goods	Metal Fabrications	http://www.nasdaq.com/symbol/kalu
KMDA	Kamada Ltd.	4.7999	$174.81M	2013	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/kmda
KNDI	Kandi Technologies Group, Inc.	6.22	$296.63M	n/a	Capital Goods	Auto Manufacturing	http://www.nasdaq.com/symbol/kndi
KPTI	Karyopharm Therapeutics Inc.	10.62	$382.21M	2013	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/kpti
KCAP	KCAP Financial, Inc.	4.45	$165.37M	2006	n/a	n/a	http://www.nasdaq.com/symbol/kcap
KRNY	Kearny Financial	13.72	$1.23B	n/a	Finance	Savings Institutions	http://www.nasdaq.com/symbol/krny
KELYA	Kelly Services, Inc.	19.48	$742.07M	n/a	Technology	Professional Services	http://www.nasdaq.com/symbol/kelya
KELYB	Kelly Services, Inc.	18.01	$686.07M	n/a	Technology	Professional Services	http://www.nasdaq.com/symbol/kelyb
KFRC	Kforce, Inc.	19.51	$541.8M	1995	Technology	Professional Services	http://www.nasdaq.com/symbol/kfrc
KE	Kimball Electronics, Inc.	12.2	$343.49M	n/a	Technology	Electrical Products	http://www.nasdaq.com/symbol/ke
KBAL	Kimball International, Inc.	12.83	$483.96M	n/a	Consumer Durables	Home Furnishings	http://www.nasdaq.com/symbol/kbal
KNSL	Kinsale Capital Group, Inc.	20.3908	$427.57M	2016	Finance	Property-Casualty Insurers	http://www.nasdaq.com/symbol/knsl
KIRK	Kirkland&#39;s, Inc.	12.74	$201.13M	2002	Consumer Services	Other Specialty Stores	http://www.nasdaq.com/symbol/kirk
KITE	Kite Pharma, Inc.	58.76	$2.91B	2014	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	http://www.nasdaq.com/symbol/kite
KTOVW	Kitov Pharmaceuticals Holdings Ltd.	0.7486	n/a	2015	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/ktovw
KLAC	KLA-Tencor Corporation	70.2	$10.95B	1980	Capital Goods	Electronic Components	http://www.nasdaq.com/symbol/klac
KLRE	KLR Energy Acquisition Corp.	10	$102.32M	2016	Finance	Business Services	http://www.nasdaq.com/symbol/klre
KLREU	KLR Energy Acquisition Corp.	10.28	n/a	2016	Finance	Business Services	http://www.nasdaq.com/symbol/klreu
KLREW	KLR Energy Acquisition Corp.	0.3	n/a	2016	Finance	Business Services	http://www.nasdaq.com/symbol/klrew
KLXI	KLX Inc.	37.23	$1.96B	n/a	Capital Goods	Aerospace	http://www.nasdaq.com/symbol/klxi
KZ	KongZhong Corporation	6.52	$307.11M	n/a	Technology	Telecommunications Equipment	http://www.nasdaq.com/symbol/kz
KOPN	Kopin Corporation	2.26	$150.9M	1992	Technology	Semiconductors	http://www.nasdaq.com/symbol/kopn
KRNT	Kornit Digital Ltd.	10.9	$330.23M	2015	Capital Goods	Industrial Machinery/Components	http://www.nasdaq.com/symbol/krnt
KWEB	KraneShares CSI China Internet ETF	39.96	$135.86M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/kweb
KTOS	Kratos Defense & Security Solutions, Inc.	7.04	$425.47M	n/a	Capital Goods	Military/Government/Technical	http://www.nasdaq.com/symbol/ktos
KLIC	Kulicke and Soffa Industries, Inc.	12.47	$877.91M	n/a	Technology	Semiconductors	http://www.nasdaq.com/symbol/klic
KURA	Kura Oncology, Inc.	5.91	$126.28M	n/a	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/kura
KVHI	KVH Industries, Inc.	8.77	$144.79M	1996	Technology	Radio And Television Broadcasting And Communications Equipment	http://www.nasdaq.com/symbol/kvhi
FSTR	L.B. Foster Company	11.92	$123.77M	n/a	Basic Industries	Metal Fabrications	http://www.nasdaq.com/symbol/fstr
LBAI	Lakeland Bancorp, Inc.	13.61	$604.85M	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/lbai
LKFN	Lakeland Financial Corporation	36.03	$1.35B	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/lkfn
LRCX	Lam Research Corporation	94.36	$15.12B	1984	Technology	Industrial Machinery/Components	http://www.nasdaq.com/symbol/lrcx
LAMR	Lamar Advertising Company	62.98	$6.14B	1996	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/lamr
LANC	Lancaster Colony Corporation	136.45	$3.74B	n/a	Consumer Non-Durables	Packaged Foods	http://www.nasdaq.com/symbol/lanc
LCA	Landcadia Holdings, Inc.	9.7	$242.5M	2016	Finance	Business Services	http://www.nasdaq.com/symbol/lca
LNDC	Landec Corporation	12.97	$353.13M	1996	Basic Industries	Major Chemicals	http://www.nasdaq.com/symbol/lndc
LMRK	Landmark Infrastructure Partners LP	18.18	$277.98M	2014	Consumer Services	Real Estate	http://www.nasdaq.com/symbol/lmrk
LMRKO	Landmark Infrastructure Partners LP	25.65	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/lmrko
LMRKP	Landmark Infrastructure Partners LP	26.01	n/a	n/a	Consumer Services	Real Estate	http://www.nasdaq.com/symbol/lmrkp
LSTR	Landstar System, Inc.	69.79	$2.94B	1993	Transportation	Trucking Freight/Courier Services	http://www.nasdaq.com/symbol/lstr
LSCC	Lattice Semiconductor Corporation	6.19	$744.99M	n/a	Technology	Semiconductors	http://www.nasdaq.com/symbol/lscc
LAWS	Lawson Products, Inc.	17.18	$151.12M	n/a	Consumer Durables	Industrial Specialties	http://www.nasdaq.com/symbol/laws
LAYN	Layne Christensen Company	9.02	$178.62M	1992	Basic Industries	Engineering & Construction	http://www.nasdaq.com/symbol/layn
LBIX	Leading Brands Inc	2.22	$6.35M	n/a	Consumer Non-Durables	Beverages (Production/Distribution)	http://www.nasdaq.com/symbol/lbix
LGCY	Legacy Reserves LP	1.4	$101.38M	2007	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/lgcy
LGCYO	Legacy Reserves LP	4.3389	$30.37M	n/a	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/lgcyo
LGCYP	Legacy Reserves LP	4.4	$8.8M	n/a	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/lgcyp
LTXB	LegacyTexas Financial Group, Inc.	30.84	$1.47B	n/a	Finance	Savings Institutions	http://www.nasdaq.com/symbol/ltxb
DDBI	Legg Mason Developed EX-US Diversified Core ETF	26.0499	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/ddbi
EDBI	Legg Mason Emerging Markets Diversified Core ETF	28.18	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/edbi
LVHD	Legg Mason Low Volatility High Dividend ETF	28.5187	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/lvhd
UDBI	Legg Mason US Diversified Core ETF	27.3499	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/udbi
TREE	LendingTree, Inc.	95.69	$1.13B	n/a	Finance	Finance: Consumer Services	http://www.nasdaq.com/symbol/tree
LXRX	Lexicon Pharmaceuticals, Inc.	14.21	$1.48B	n/a	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/lxrx
LGIH	LGI Homes, Inc.	38.22	$803.51M	2013	Capital Goods	Homebuilding	http://www.nasdaq.com/symbol/lgih
LHCG	LHC Group	35.93	$652.25M	2005	Health Care	Medical/Nursing Services	http://www.nasdaq.com/symbol/lhcg
LBRDA	Liberty Broadband Corporation	70.38	$12.78B	n/a	Consumer Services	Television Services	http://www.nasdaq.com/symbol/lbrda
LBRDK	Liberty Broadband Corporation	71.54	$12.99B	n/a	Consumer Services	Television Services	http://www.nasdaq.com/symbol/lbrdk
LBTYA	Liberty Global plc	32.84	$30.21B	n/a	Consumer Services	Television Services	http://www.nasdaq.com/symbol/lbtya
LBTYB	Liberty Global plc	32.0499	$29.48B	n/a	Consumer Services	Television Services	http://www.nasdaq.com/symbol/lbtyb
LBTYK	Liberty Global plc	31.97	$29.41B	n/a	Consumer Services	Television Services	http://www.nasdaq.com/symbol/lbtyk
LILA	Liberty Global plc	28.44	$26.16B	n/a	Consumer Services	Television Services	http://www.nasdaq.com/symbol/lila
LILAK	Liberty Global plc	28.99	$26.67B	n/a	Consumer Services	Television Services	http://www.nasdaq.com/symbol/lilak
LVNTA	Liberty Interactive Corporation	39.97	$24.72B	n/a	Consumer Services	Catalog/Specialty Distribution	http://www.nasdaq.com/symbol/lvnta
LVNTB	Liberty Interactive Corporation	38.27	$23.66B	n/a	Consumer Services	Catalog/Specialty Distribution	http://www.nasdaq.com/symbol/lvntb
QVCA	Liberty Interactive Corporation	21.26	$13.15B	n/a	Consumer Services	Catalog/Specialty Distribution	http://www.nasdaq.com/symbol/qvca
QVCB	Liberty Interactive Corporation	21.26	$13.15B	n/a	Consumer Services	Catalog/Specialty Distribution	http://www.nasdaq.com/symbol/qvcb
BATRA	Liberty Media Corporation	17.11	n/a	n/a	Consumer Services	Broadcasting	http://www.nasdaq.com/symbol/batra
BATRK	Liberty Media Corporation	16.94	$7.93B	n/a	Consumer Services	Broadcasting	http://www.nasdaq.com/symbol/batrk
LMCA	Liberty Media Corporation	21.88	n/a	n/a	Consumer Services	Broadcasting	http://www.nasdaq.com/symbol/lmca
LMCK	Liberty Media Corporation	21.69	$10.15B	n/a	Consumer Services	Broadcasting	http://www.nasdaq.com/symbol/lmck
LSXMA	Liberty Media Corporation	33.82	n/a	n/a	Consumer Services	Broadcasting	http://www.nasdaq.com/symbol/lsxma
LSXMB	Liberty Media Corporation	33.39	n/a	n/a	Consumer Services	Broadcasting	http://www.nasdaq.com/symbol/lsxmb
LSXMK	Liberty Media Corporation	33.52	$15.69B	n/a	Consumer Services	Broadcasting	http://www.nasdaq.com/symbol/lsxmk
TAX	Liberty Tax, Inc.	12.78	$164.79M	n/a	Miscellaneous	Multi-Sector Companies	http://www.nasdaq.com/symbol/tax
LTRPA	Liberty TripAdvisor Holdings, Inc.	20.98	$1.57B	n/a	Technology	EDP Services	http://www.nasdaq.com/symbol/ltrpa
LTRPB	Liberty TripAdvisor Holdings, Inc.	22	$1.65B	n/a	Technology	EDP Services	http://www.nasdaq.com/symbol/ltrpb
LPNT	LifePoint Health, Inc.	57.72	$2.46B	n/a	Health Care	Hospital/Nursing Management	http://www.nasdaq.com/symbol/lpnt
LCUT	Lifetime Brands, Inc.	13.35	$192.64M	1991	Capital Goods	Industrial Machinery/Components	http://www.nasdaq.com/symbol/lcut
LPTH	LightPath Technologies, Inc.	1.94	$30.25M	1996	Technology	Semiconductors	http://www.nasdaq.com/symbol/lpth
LLNW	Limelight Networks, Inc.	1.79	$187.37M	2007	Miscellaneous	Business Services	http://www.nasdaq.com/symbol/llnw
LMNR	Limoneira Co	16.8	$238.19M	n/a	Consumer Non-Durables	Farming/Seeds/Milling	http://www.nasdaq.com/symbol/lmnr
LINC	Lincoln Educational Services Corporation	1.89	$45.01M	2005	Consumer Services	Other Consumer Services	http://www.nasdaq.com/symbol/linc
LECO	Lincoln Electric Holdings, Inc.	64.22	$4.32B	n/a	Technology	Industrial Machinery/Components	http://www.nasdaq.com/symbol/leco
LLTC	Linear Technology Corporation	58.76	$14.09B	1986	Technology	Semiconductors	http://www.nasdaq.com/symbol/lltc
LIOX	Lionbridge Technologies, Inc.	4.92	$305.02M	1999	Miscellaneous	Business Services	http://www.nasdaq.com/symbol/liox
LQDT	Liquidity Services, Inc.	10.15	$312.03M	2006	Miscellaneous	Business Services	http://www.nasdaq.com/symbol/lqdt
LFUS	Littelfuse, Inc.	127.65	$2.87B	n/a	Consumer Durables	Electrical Products	http://www.nasdaq.com/symbol/lfus
LIVN	LivaNova PLC	60.95	$2.99B	n/a	Health Care	Biotechnology: Electromedical & Electrotherapeutic Apparatus	http://www.nasdaq.com/symbol/livn
LOB	Live Oak Bancshares, Inc.	13.67	$467.61M	2015	Finance	Major Banks	http://www.nasdaq.com/symbol/lob
LPSN	LivePerson, Inc.	8.05	$465.12M	2000	Technology	Computer Software: Prepackaged Software	http://www.nasdaq.com/symbol/lpsn
LKQ	LKQ Corporation	35.79	$10.99B	n/a	Consumer Services	Motor Vehicles	http://www.nasdaq.com/symbol/lkq
LMIA	LMI Aerospace, Inc.	7.47	$101.19M	1998	Capital Goods	Military/Government/Technical	http://www.nasdaq.com/symbol/lmia
LOGI	Logitech International S.A.	21.55	$3.49B	1997	Technology	Computer peripheral equipment	http://www.nasdaq.com/symbol/logi
LOGM	LogMein, Inc.	88.21	$2.23B	2009	Technology	Computer Software: Prepackaged Software	http://www.nasdaq.com/symbol/logm
CNCR	Loncar Cancer Immunotherapy ETF	24.0899	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/cncr
LONE	Lonestar Resources US Inc.	7.85	$62.97M	n/a	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/lone
